<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.06	04:00:00	1.09265	1.09268	1.09254	1.09261	16	0	11
2024.03.06	04:01:00	1.09261	1.09264	1.09257	1.09263	102	0	8
2024.03.06	04:02:00	1.09263	1.11443	1.09257	1.11443	152	0	8
2024.03.06	04:03:00	1.09258	1.09267	1.09256	1.09267	160	0	10
2024.03.06	04:04:00	1.09267	1.09282	1.09267	1.09281	119	0	10
2024.03.06	04:05:00	1.09281	1.09284	1.09273	1.09274	59	0	10
2024.03.06	04:06:00	1.09274	1.09276	1.09266	1.09268	10	0	8
2024.03.06	04:07:00	1.09268	1.09278	1.09267	1.09275	102	0	8
2024.03.06	04:08:00	1.09275	1.09283	1.09274	1.09281	125	0	10
2024.03.06	04:09:00	1.09281	1.09284	1.09269	1.09277	169	0	9
2024.03.06	04:10:00	1.09277	1.09284	1.09255	1.09262	43	0	11
2024.03.06	04:11:00	1.09262	1.09284	1.09262	1.09278	19	0	9
2024.03.06	04:12:00	1.09278	1.09286	1.09260	1.09262	71	0	8
2024.03.06	04:13:00	1.09262	1.09265	1.09256	1.09264	89	0	9
2024.03.06	04:14:00	1.09264	1.09272	1.09252	1.09255	178	0	9
2024.03.06	04:15:00	1.09255	1.09261	1.09247	1.09257	27	0	12
2024.03.06	04:16:00	1.09257	1.09261	1.09247	1.09253	127	0	8
2024.03.06	04:17:00	1.09253	1.09255	1.09219	1.09233	173	0	11
2024.03.06	04:18:00	1.09233	1.09242	1.09228	1.09237	145	0	8
2024.03.06	04:19:00	1.09237	1.09259	1.09232	1.09250	178	0	10
2024.03.06	04:20:00	1.09250	1.09252	1.09234	1.09240	133	0	11
2024.03.06	04:21:00	1.09240	1.09248	1.09215	1.09232	103	0	10
2024.03.06	04:22:00	1.09232	1.09234	1.09224	1.09226	83	0	9
2024.03.06	04:23:00	1.09226	1.09244	1.09222	1.09241	170	0	8
2024.03.06	04:24:00	1.09241	1.09256	1.09238	1.09240	40	0	12
2024.03.06	04:25:00	1.09240	1.09249	1.09239	1.09243	53	0	10
2024.03.06	04:26:00	1.09243	1.09255	1.09242	1.09248	172	0	9
2024.03.06	04:27:00	1.09248	1.09277	1.09242	1.09276	25	0	11
2024.03.06	04:28:00	1.09276	1.09291	1.09275	1.09283	123	0	12
2024.03.06	04:29:00	1.09283	1.09290	1.09259	1.09265	36	0	10
2024.03.06	04:30:00	1.09265	1.09269	1.09252	1.09269	135	0	10
2024.03.06	04:31:00	1.09269	1.09275	1.09267	1.09271	74	0	8
2024.03.06	04:32:00	1.09271	1.09285	1.09269	1.09281	110	0	11
2024.03.06	04:33:00	1.09281	1.09284	1.09260	1.09262	44	0	9
2024.03.06	04:34:00	1.09262	1.09266	1.09257	1.09265	102	0	9
2024.03.06	04:35:00	1.09265	1.09273	1.09263	1.09268	65	0	10
2024.03.06	04:36:00	1.09268	1.09272	1.09242	1.09245	149	0	11
2024.03.06	04:37:00	1.09245	1.09251	1.09240	1.09248	26	0	8
2024.03.06	04:38:00	1.09248	1.09253	1.09245	1.09251	119	0	11
2024.03.06	04:39:00	1.09251	1.09259	1.09239	1.09245	112	0	9
2024.03.06	04:40:00	1.09245	1.09256	1.09237	1.09255	93	0	8
2024.03.06	04:41:00	1.09255	1.09255	1.09243	1.09248	115	0	8
2024.03.06	04:42:00	1.09248	1.09251	1.09237	1.09240	102	0	11
2024.03.06	04:43:00	1.09240	1.09241	1.09210	1.09215	84	0	8
2024.03.06	04:44:00	1.09215	1.09216	1.09207	1.09216	81	0	10
2024.03.06	04:45:00	1.09216	1.09228	1.09205	1.09212	16	0	9
2024.03.06	04:46:00	1.09212	1.09220	1.09199	1.09207	160	0	10
2024.03.06	04:47:00	1.09207	1.09216	1.09205	1.09213	110	0	12
2024.03.06	04:48:00	1.09213	1.09219	1.09204	1.09208	87	0	8
2024.03.06	04:49:00	1.09208	1.09210	1.09199	1.09204	92	0	9
2024.03.06	04:50:00	1.09204	1.09214	1.09202	1.09210	37	0	10
2024.03.06	04:51:00	1.09210	1.09214	1.09196	1.09198	59	0	8
2024.03.06	04:52:00	1.09198	1.09227	1.09187	1.09226	179	0	10
2024.03.06	04:53:00	1.09226	1.09231	1.09223	1.09230	156	0	9
2024.03.06	04:54:00	1.09230	1.09255	1.09228	1.09250	142	0	10
2024.03.06	04:55:00	1.09250	1.09251	1.09233	1.09235	89	0	8
2024.03.06	04:56:00	1.09235	1.09242	1.09222	1.09242	141	0	10
2024.03.06	04:57:00	1.09242	1.09264	1.09237	1.09261	11	0	8
2024.03.06	04:58:00	1.09261	1.09282	1.09257	1.09279	119	0	12
2024.03.06	04:59:00	1.09279	1.09285	1.09277	1.09281	9	0	9
2024.03.06	05:00:00	1.09281	1.09290	1.09266	1.09275	106	0	11
2024.03.06	05:01:00	1.09275	1.09302	1.09259	1.09296	97	0	12
2024.03.06	05:02:00	1.09296	1.09302	1.09264	1.09265	142	0	11
2024.03.06	05:03:00	1.09265	1.09265	1.09254	1.09255	139	0	8
2024.03.06	05:04:00	1.09255	1.09271	1.09247	1.09270	89	0	9
2024.03.06	05:05:00	1.09270	1.09301	1.09269	1.09296	10	0	10
2024.03.06	05:06:00	1.09296	1.09305	1.09278	1.09278	21	0	10
2024.03.06	05:07:00	1.09278	1.09307	1.09274	1.09306	30	0	9
2024.03.06	05:08:00	1.09306	1.09332	1.09304	1.09322	83	0	11
2024.03.06	05:09:00	1.09322	1.09335	1.09315	1.09326	113	0	12
2024.03.06	05:10:00	1.09326	1.09332	1.09313	1.09323	51	0	9
2024.03.06	05:11:00	1.09323	1.09325	1.09307	1.09313	43	0	10
2024.03.06	05:12:00	1.09313	1.09315	1.09282	1.09294	144	0	12
2024.03.06	05:13:00	1.09294	1.09296	1.09271	1.09280	175	0	8
2024.03.06	05:14:00	1.09280	1.09298	1.09247	1.09259	30	0	8
2024.03.06	05:15:00	1.09259	1.09262	1.09251	1.09253	164	0	11
2024.03.06	05:16:00	1.09253	1.09259	1.09245	1.09250	102	0	10
2024.03.06	05:17:00	1.09250	1.09262	1.09244	1.09261	148	0	12
2024.03.06	05:18:00	1.09261	1.09266	1.09251	1.09262	130	0	8
2024.03.06	05:19:00	1.09262	1.09268	1.09252	1.09254	28	0	11
2024.03.06	05:20:00	1.09254	1.09261	1.09239	1.09252	55	0	12
2024.03.06	05:21:00	1.09252	1.09254	1.09247	1.09250	77	0	10
2024.03.06	05:22:00	1.09250	1.09252	1.09240	1.09245	139	0	11
2024.03.06	05:23:00	1.09245	1.09250	1.09227	1.09231	28	0	8
2024.03.06	05:24:00	1.09231	1.09237	1.09203	1.09209	115	0	8
2024.03.06	05:25:00	1.09209	1.09214	1.09202	1.09214	104	0	10
2024.03.06	05:26:00	1.09214	1.09223	1.09202	1.09211	179	0	11
2024.03.06	05:27:00	1.09211	1.09229	1.09206	1.09227	8	0	8
2024.03.06	05:28:00	1.09227	1.09234	1.09208	1.09214	113	0	11
2024.03.06	05:29:00	1.09214	1.09220	1.09205	1.09211	13	0	8
2024.03.06	05:30:00	1.09211	1.09244	1.09210	1.09236	88	0	9
2024.03.06	05:31:00	1.09236	1.09238	1.09235	1.09236	147	0	11
2024.03.06	05:32:00	1.09236	1.09242	1.09218	1.09218	128	0	10
2024.03.06	05:33:00	1.09218	1.09218	1.09193	1.09200	11	0	10
2024.03.06	05:34:00	1.09200	1.09204	1.09197	1.09198	175	0	8
2024.03.06	05:35:00	1.09198	1.09212	1.09184	1.09210	28	0	10
2024.03.06	05:36:00	1.09210	1.09220	1.09204	1.09214	81	0	10
2024.03.06	05:37:00	1.09214	1.09216	1.09209	1.09210	111	0	12
2024.03.06	05:38:00	1.09210	1.09216	1.09186	1.09188	177	0	12
2024.03.06	05:39:00	1.09188	1.09193	1.09178	1.09184	53	0	8
2024.03.06	05:40:00	1.09184	1.09197	1.09170	1.09196	159	0	10
2024.03.06	05:41:00	1.09196	1.09203	1.09193	1.09198	126	0	12
2024.03.06	05:42:00	1.09198	1.09205	1.09190	1.09195	106	0	11
2024.03.06	05:43:00	1.09195	1.09196	1.09178	1.09180	85	0	9
2024.03.06	05:44:00	1.09180	1.09180	1.09170	1.09172	70	0	8
2024.03.06	05:45:00	1.09172	1.09204	1.09166	1.09193	65	0	9
2024.03.06	05:46:00	1.09193	1.09198	1.09188	1.09197	71	0	8
2024.03.06	05:47:00	1.09197	1.09204	1.09192	1.09197	180	0	11
2024.03.06	05:48:00	1.09197	1.09199	1.09190	1.09191	178	0	9
2024.03.06	05:49:00	1.09191	1.09222	1.09172	1.09220	165	0	10
2024.03.06	05:50:00	1.09220	1.09226	1.09205	1.09206	91	0	10
2024.03.06	05:51:00	1.09206	1.09213	1.09205	1.09213	67	0	12
2024.03.06	05:52:00	1.09213	1.09215	1.09208	1.09213	8	0	10
2024.03.06	05:53:00	1.09213	1.09214	1.09203	1.09213	146	0	11
2024.03.06	05:54:00	1.09213	1.09223	1.09208	1.09221	65	0	11
2024.03.06	05:55:00	1.09221	1.09224	1.09195	1.09202	109	0	11
2024.03.06	05:56:00	1.09202	1.09211	1.09191	1.09193	75	0	8
2024.03.06	05:57:00	1.09193	1.09197	1.09182	1.09182	96	0	10
2024.03.06	05:58:00	1.09182	1.09183	1.09176	1.09178	91	0	11
2024.03.06	05:59:00	1.09178	1.09188	1.09172	1.09188	62	0	10
2024.03.06	06:00:00	1.09188	1.09193	1.09167	1.09179	177	0	11
2024.03.06	06:01:00	1.09179	1.09194	1.09177	1.09191	31	0	10
2024.03.06	06:02:00	1.09191	1.09194	1.09188	1.09192	48	0	9
2024.03.06	06:03:00	1.09192	1.09199	1.09182	1.09183	47	0	10
2024.03.06	06:04:00	1.09183	1.09191	1.09182	1.09185	103	0	8
2024.03.06	06:05:00	1.09185	1.09186	1.09174	1.09174	90	0	10
2024.03.06	06:06:00	1.09174	1.09182	1.09169	1.09175	87	0	12
2024.03.06	06:07:00	1.09175	1.09184	1.09170	1.09179	119	0	12
2024.03.06	06:08:00	1.09179	1.09181	1.09169	1.09170	173	0	12
2024.03.06	06:09:00	1.09170	1.09178	1.09169	1.09172	165	0	9
2024.03.06	06:10:00	1.09172	1.09174	1.09155	1.09158	143	0	9
2024.03.06	06:11:00	1.09158	1.09163	1.09151	1.09162	146	0	9
2024.03.06	06:12:00	1.09162	1.09179	1.09154	1.09174	85	0	12
2024.03.06	06:13:00	1.09174	1.09181	1.09163	1.09171	121	0	11
2024.03.06	06:14:00	1.09171	1.09186	1.09169	1.09178	46	0	10
2024.03.06	06:15:00	1.09178	1.09203	1.09170	1.09190	161	0	9
2024.03.06	06:16:00	1.09190	1.09191	1.09168	1.09173	80	0	10
2024.03.06	06:17:00	1.09173	1.09175	1.09152	1.09160	94	0	9
2024.03.06	06:18:00	1.09160	1.09160	1.09148	1.09150	135	0	10
2024.03.06	06:19:00	1.09150	1.09153	1.09133	1.09148	31	0	9
2024.03.06	06:20:00	1.09148	1.09152	1.09133	1.09138	66	0	9
2024.03.06	06:21:00	1.09138	1.09171	1.09126	1.09164	15	0	8
2024.03.06	06:22:00	1.09164	1.09170	1.09147	1.09150	26	0	12
2024.03.06	06:23:00	1.09150	1.09154	1.09143	1.09154	145	0	9
2024.03.06	06:24:00	1.09154	1.09163	1.09141	1.09146	13	0	8
2024.03.06	06:25:00	1.09146	1.09156	1.09142	1.09153	59	0	11
2024.03.06	06:26:00	1.09153	1.09177	1.09151	1.09169	41	0	8
2024.03.06	06:27:00	1.09169	1.09169	1.09159	1.09161	131	0	8
2024.03.06	06:28:00	1.09161	1.09174	1.09157	1.09171	136	0	11
2024.03.06	06:29:00	1.09171	1.09187	1.09170	1.09182	89	0	10
2024.03.06	06:30:00	1.09182	1.09189	1.09174	1.09178	180	0	11
2024.03.06	06:31:00	1.09178	1.09187	1.09169	1.09171	107	0	10
2024.03.06	06:32:00	1.09171	1.09175	1.09159	1.09173	112	0	10
2024.03.06	06:33:00	1.09173	1.09189	1.09173	1.09185	172	0	9
2024.03.06	06:34:00	1.09185	1.09199	1.09178	1.09195	32	0	10
2024.03.06	06:35:00	1.09195	1.09201	1.09194	1.09200	84	0	12
2024.03.06	06:36:00	1.09200	1.09212	1.09195	1.09210	70	0	12
2024.03.06	06:37:00	1.09210	1.09227	1.09204	1.09224	76	0	8
2024.03.06	06:38:00	1.09224	1.09226	1.09217	1.09217	68	0	9
2024.03.06	06:39:00	1.09217	1.09232	1.09215	1.09222	103	0	10
2024.03.06	06:40:00	1.09222	1.09223	1.09218	1.09218	128	0	10
2024.03.06	06:41:00	1.09218	1.09228	1.09214	1.09225	11	0	10
2024.03.06	06:42:00	1.09225	1.09253	1.09215	1.09246	151	0	9
2024.03.06	06:43:00	1.09246	1.09263	1.09243	1.09259	79	0	10
2024.03.06	06:44:00	1.09259	1.09296	1.09252	1.09277	74	0	10
2024.03.06	06:45:00	1.09277	1.09292	1.09274	1.09286	173	0	10
2024.03.06	06:46:00	1.09286	1.09318	1.09285	1.09309	84	0	12
2024.03.06	06:47:00	1.09309	1.09319	1.09291	1.09295	22	0	12
2024.03.06	06:48:00	1.09295	1.09306	1.09292	1.09304	138	0	10
2024.03.06	06:49:00	1.09304	1.09305	1.09288	1.09294	102	0	10
2024.03.06	06:50:00	1.09294	1.09317	1.09288	1.09311	84	0	10
2024.03.06	06:51:00	1.09311	1.09326	1.09301	1.09315	36	0	12
2024.03.06	06:52:00	1.09315	1.09316	1.09304	1.09309	106	0	10
2024.03.06	06:53:00	1.09309	1.09322	1.09308	1.09316	37	0	11
2024.03.06	06:54:00	1.09316	1.09322	1.09311	1.09319	46	0	12
2024.03.06	06:55:00	1.09319	1.09322	1.09308	1.09314	120	0	12
2024.03.06	06:56:00	1.09314	1.09320	1.09293	1.09305	18	0	11
2024.03.06	06:57:00	1.09305	1.09308	1.09286	1.09287	148	0	10
2024.03.06	06:58:00	1.09287	1.09289	1.09283	1.09288	150	0	10
2024.03.06	06:59:00	1.09288	1.09298	1.09285	1.09289	128	0	10
2024.03.06	07:00:00	1.09289	1.09296	1.09270	1.09283	149	0	12
2024.03.06	07:01:00	1.09283	1.09294	1.09280	1.09290	39	0	10
2024.03.06	07:02:00	1.09290	1.09300	1.09286	1.09297	138	0	11
2024.03.06	07:03:00	1.09297	1.09312	1.09295	1.09310	144	0	12
2024.03.06	07:04:00	1.09310	1.09313	1.09295	1.09299	31	0	10
2024.03.06	07:05:00	1.09299	1.09319	1.09290	1.09315	142	0	12
2024.03.06	07:06:00	1.09315	1.09331	1.09312	1.09327	85	0	9
2024.03.06	07:07:00	1.09327	1.09330	1.09311	1.09311	117	0	11
2024.03.06	07:08:00	1.09311	1.09322	1.09309	1.09318	15	0	9
2024.03.06	07:09:00	1.09318	1.09329	1.09316	1.09323	80	0	10
2024.03.06	07:10:00	1.09323	1.09330	1.09312	1.09318	98	0	10
2024.03.06	07:11:00	1.09318	1.09324	1.09313	1.09316	52	0	10
2024.03.06	07:12:00	1.09316	1.09320	1.09291	1.09295	110	0	11
2024.03.06	07:13:00	1.09295	1.09299	1.09293	1.09298	158	0	9
2024.03.06	07:14:00	1.09298	1.09304	1.09282	1.09286	73	0	10
2024.03.06	07:15:00	1.09286	1.09299	1.09282	1.09291	55	0	12
2024.03.06	07:16:00	1.09291	1.09293	1.09286	1.09290	141	0	10
2024.03.06	07:17:00	1.09290	1.09300	1.09286	1.09298	74	0	11
2024.03.06	07:18:00	1.09298	1.09312	1.09293	1.09300	82	0	8
2024.03.06	07:19:00	1.09300	1.09318	1.09294	1.09317	67	0	12
2024.03.06	07:20:00	1.09317	1.09321	1.09307	1.09313	94	0	8
2024.03.06	07:21:00	1.09313	1.09321	1.09307	1.09308	62	0	12
2024.03.06	07:22:00	1.09308	1.09310	1.09284	1.09290	146	0	11
2024.03.06	07:23:00	1.09290	1.09298	1.09288	1.09291	175	0	8
2024.03.06	07:24:00	1.09291	1.09320	1.09284	1.09313	11	0	9
2024.03.06	07:25:00	1.09313	1.09314	1.09300	1.09302	58	0	10
2024.03.06	07:26:00	1.09302	1.09309	1.09295	1.09304	25	0	11
2024.03.06	07:27:00	1.09304	1.09325	1.09302	1.09314	104	0	12
2024.03.06	07:28:00	1.09314	1.09316	1.09303	1.09311	100	0	12
2024.03.06	07:29:00	1.09311	1.09319	1.09306	1.09318	23	0	10
2024.03.06	07:30:00	1.09318	1.09327	1.09289	1.09292	107	0	8
2024.03.06	07:31:00	1.09292	1.09292	1.09288	1.09291	83	0	8
2024.03.06	07:32:00	1.09291	1.09301	1.09264	1.09268	45	0	11
2024.03.06	07:33:00	1.09268	1.09271	1.09252	1.09253	142	0	9
2024.03.06	07:34:00	1.09253	1.09253	1.09252	1.09253	171	0	10
2024.03.06	07:35:00	1.09253	1.09262	1.09248	1.09252	118	0	10
2024.03.06	07:36:00	1.09252	1.09276	1.09252	1.09267	106	0	12
2024.03.06	07:37:00	1.09267	1.09299	1.09265	1.09293	10	0	10
2024.03.06	07:38:00	1.09293	1.09298	1.09271	1.09274	74	0	10
2024.03.06	07:39:00	1.09274	1.09291	1.09271	1.09284	172	0	9
2024.03.06	07:40:00	1.09284	1.09293	1.09278	1.09289	162	0	9
2024.03.06	07:41:00	1.09289	1.09313	1.09279	1.09301	144	0	10
2024.03.06	07:42:00	1.09301	1.09303	1.09295	1.09302	149	0	9
2024.03.06	07:43:00	1.09302	1.09310	1.09300	1.09309	26	0	11
2024.03.06	07:44:00	1.09309	1.09321	1.09299	1.09318	19	0	11
2024.03.06	07:45:00	1.09318	1.09322	1.09291	1.09310	49	0	10
2024.03.06	07:46:00	1.09310	1.09325	1.09307	1.09314	121	0	11
2024.03.06	07:47:00	1.09314	1.09341	1.09314	1.09333	97	0	10
2024.03.06	07:48:00	1.09333	1.09344	1.09312	1.09316	94	0	10
2024.03.06	07:49:00	1.09316	1.09325	1.09300	1.09304	164	0	12
2024.03.06	07:50:00	1.09304	1.09309	1.09290	1.09293	119	0	12
2024.03.06	07:51:00	1.09293	1.09319	1.09287	1.09302	12	0	8
2024.03.06	07:52:00	1.09302	1.09311	1.09289	1.09304	29	0	8
2024.03.06	07:53:00	1.09304	1.09306	1.09289	1.09291	116	0	9
2024.03.06	07:54:00	1.09291	1.09302	1.09284	1.09298	31	0	10
2024.03.06	07:55:00	1.09298	1.09303	1.09288	1.09303	83	0	8
2024.03.06	07:56:00	1.09303	1.09309	1.09275	1.09282	70	0	9
2024.03.06	07:57:00	1.09282	1.09296	1.09263	1.09265	74	0	10
2024.03.06	07:58:00	1.09265	1.09272	1.09260	1.09267	123	0	8
2024.03.06	07:59:00	1.09267	1.09279	1.09252	1.09253	106	0	10
2024.03.06	08:00:00	1.09253	1.09268	1.09246	1.09263	16	0	9
2024.03.06	08:01:00	1.09263	1.09266	1.09245	1.09256	141	0	12
2024.03.06	08:02:00	1.09256	1.09269	1.09252	1.09258	62	0	9
2024.03.06	08:03:00	1.09258	1.09263	1.09258	1.09262	14	0	11
2024.03.06	08:04:00	1.09262	1.09262	1.09224	1.09241	120	0	8
2024.03.06	08:05:00	1.09241	1.09242	1.09220	1.09227	62	0	9
2024.03.06	08:06:00	1.09227	1.09228	1.09210	1.09213	101	0	10
2024.03.06	08:07:00	1.09213	1.09220	1.09199	1.09205	114	0	10
2024.03.06	08:08:00	1.09205	1.09209	1.09204	1.09204	60	0	9
2024.03.06	08:09:00	1.09204	1.09233	1.09201	1.09224	78	0	9
2024.03.06	08:10:00	1.09224	1.09237	1.09208	1.09211	72	0	8
2024.03.06	08:11:00	1.09211	1.09229	1.09205	1.09221	95	0	10
2024.03.06	08:12:00	1.09221	1.09226	1.09205	1.09209	90	0	11
2024.03.06	08:13:00	1.09209	1.09210	1.09199	1.09202	159	0	9
2024.03.06	08:14:00	1.09202	1.09203	1.09183	1.09184	176	0	9
2024.03.06	08:15:00	1.09184	1.09214	1.09178	1.09206	102	0	10
2024.03.06	08:16:00	1.09206	1.09215	1.09201	1.09212	170	0	12
2024.03.06	08:17:00	1.09212	1.09214	1.09205	1.09206	103	0	10
2024.03.06	08:18:00	1.09206	1.09207	1.09191	1.09200	16	0	10
2024.03.06	08:19:00	1.09200	1.09218	1.09198	1.09215	13	0	8
2024.03.06	08:20:00	1.09215	1.09230	1.09214	1.09222	89	0	12
2024.03.06	08:21:00	1.09222	1.09237	1.09197	1.09197	103	0	11
2024.03.06	08:22:00	1.09197	1.09204	1.09187	1.09195	58	0	11
2024.03.06	08:23:00	1.09195	1.09198	1.09190	1.09191	24	0	10
2024.03.06	08:24:00	1.09191	1.09194	1.09175	1.09185	55	0	9
2024.03.06	08:25:00	1.09185	1.09194	1.09157	1.09165	92	0	12
2024.03.06	08:26:00	1.09165	1.09187	1.09159	1.09184	174	0	9
2024.03.06	08:27:00	1.09184	1.09185	1.09173	1.09177	146	0	10
2024.03.06	08:28:00	1.09177	1.09181	1.09174	1.09176	13	0	10
2024.03.06	08:29:00	1.09176	1.09201	1.09174	1.09197	112	0	10
2024.03.06	08:30:00	1.09197	1.09202	1.09185	1.09186	111	0	12
2024.03.06	08:31:00	1.09186	1.09189	1.09168	1.09177	54	0	10
2024.03.06	08:32:00	1.09177	1.09178	1.09173	1.09175	118	0	10
2024.03.06	08:33:00	1.09175	1.09179	1.09150	1.09154	42	0	9
2024.03.06	08:34:00	1.09154	1.09156	1.09132	1.09144	26	0	10
2024.03.06	08:35:00	1.09144	1.09177	1.09137	1.09169	14	0	12
2024.03.06	08:36:00	1.09169	1.09182	1.09168	1.09173	14	0	11
2024.03.06	08:37:00	1.09173	1.09189	1.09165	1.09169	137	0	8
2024.03.06	08:38:00	1.09169	1.09178	1.09156	1.09159	66	0	10
2024.03.06	08:39:00	1.09159	1.09168	1.09159	1.09160	18	0	9
2024.03.06	08:40:00	1.09160	1.09163	1.09138	1.09139	143	0	11
2024.03.06	08:41:00	1.09139	1.09160	1.09133	1.09156	8	0	12
2024.03.06	08:42:00	1.09156	1.09160	1.09144	1.09150	119	0	9
2024.03.06	08:43:00	1.09150	1.09153	1.09147	1.09151	83	0	10
2024.03.06	08:44:00	1.09151	1.09152	1.09146	1.09147	145	0	9
2024.03.06	08:45:00	1.09147	1.09158	1.09144	1.09153	138	0	10
2024.03.06	08:46:00	1.09153	1.09154	1.09139	1.09145	171	0	11
2024.03.06	08:47:00	1.09145	1.09156	1.09143	1.09151	57	0	8
2024.03.06	08:48:00	1.09151	1.09153	1.09146	1.09149	55	0	8
2024.03.06	08:49:00	1.09149	1.09153	1.09138	1.09142	22	0	10
2024.03.06	08:50:00	1.09142	1.09164	1.09134	1.09155	166	0	12
2024.03.06	08:51:00	1.09155	1.09173	1.09155	1.09168	161	0	12
2024.03.06	08:52:00	1.09168	1.09171	1.09163	1.09168	176	0	9
2024.03.06	08:53:00	1.09168	1.09185	1.09162	1.09168	66	0	10
2024.03.06	08:54:00	1.09168	1.09187	1.09164	1.09185	36	0	11
2024.03.06	08:55:00	1.09185	1.09188	1.09158	1.09164	79	0	9
2024.03.06	08:56:00	1.09164	1.09171	1.09158	1.09169	42	0	8
2024.03.06	08:57:00	1.09169	1.09181	1.09160	1.09172	173	0	9
2024.03.06	08:58:00	1.09172	1.09181	1.09154	1.09160	21	0	12
2024.03.06	08:59:00	1.09160	1.09167	1.09154	1.09163	97	0	10
2024.03.06	09:00:00	1.09163	1.09189	1.09161	1.09184	114	0	12
2024.03.06	09:01:00	1.09184	1.09191	1.09167	1.09169	153	0	10
2024.03.06	09:02:00	1.09169	1.09179	1.09156	1.09160	157	0	10
2024.03.06	09:03:00	1.09160	1.09165	1.09159	1.09159	147	0	9
2024.03.06	09:04:00	1.09159	1.09163	1.09151	1.09156	115	0	10
2024.03.06	09:05:00	1.09156	1.09166	1.09147	1.09148	51	0	8
2024.03.06	09:06:00	1.09148	1.09160	1.09142	1.09154	40	0	11
2024.03.06	09:07:00	1.09154	1.09157	1.09149	1.09155	74	0	11
2024.03.06	09:08:00	1.09155	1.09163	1.09138	1.09141	99	0	10
2024.03.06	09:09:00	1.09141	1.09143	1.09129	1.09134	87	0	8
2024.03.06	09:10:00	1.09134	1.09149	1.09129	1.09148	119	0	12
2024.03.06	09:11:00	1.09148	1.09167	1.09145	1.09157	157	0	11
2024.03.06	09:12:00	1.09157	1.09157	1.09149	1.09152	13	0	12
2024.03.06	09:13:00	1.09152	1.09165	1.09147	1.09157	162	0	11
2024.03.06	09:14:00	1.09157	1.09169	1.09152	1.09164	115	0	12
2024.03.06	09:15:00	1.09164	1.09183	1.09154	1.09175	15	0	8
2024.03.06	09:16:00	1.09175	1.09178	1.09140	1.09150	75	0	10
2024.03.06	09:17:00	1.09150	1.09154	1.09128	1.09130	54	0	12
2024.03.06	09:18:00	1.09130	1.09143	1.09125	1.09140	124	0	10
2024.03.06	09:19:00	1.09140	1.09143	1.09119	1.09121	34	0	9
2024.03.06	09:20:00	1.09121	1.09123	1.09120	1.09120	167	0	10
2024.03.06	09:21:00	1.09120	1.09127	1.09120	1.09127	90	0	12
2024.03.06	09:22:00	1.09127	1.09131	1.09115	1.09125	97	0	9
2024.03.06	09:23:00	1.09125	1.09138	1.09121	1.09127	163	0	12
2024.03.06	09:24:00	1.09127	1.09140	1.09120	1.09137	92	0	9
2024.03.06	09:25:00	1.09137	1.09151	1.09134	1.09136	55	0	10
2024.03.06	09:26:00	1.09136	1.09167	1.09130	1.09151	86	0	11
2024.03.06	09:27:00	1.09151	1.09176	1.09146	1.09169	92	0	11
2024.03.06	09:28:00	1.09169	1.09190	1.09163	1.09179	100	0	11
2024.03.06	09:29:00	1.09179	1.09192	1.09159	1.09164	72	0	10
2024.03.06	09:30:00	1.09164	1.09176	1.09162	1.09164	169	0	11
2024.03.06	09:31:00	1.09164	1.09170	1.09154	1.09157	158	0	8
2024.03.06	09:32:00	1.09157	1.09172	1.09150	1.09167	85	0	12
2024.03.06	09:33:00	1.09167	1.09171	1.09129	1.09130	87	0	10
2024.03.06	09:34:00	1.09130	1.09136	1.09123	1.09126	95	0	9
2024.03.06	09:35:00	1.09126	1.09128	1.09108	1.09111	21	0	10
2024.03.06	09:36:00	1.09111	1.09124	1.09108	1.09120	9	0	10
2024.03.06	09:37:00	1.09120	1.09131	1.09117	1.09127	170	0	12
2024.03.06	09:38:00	1.09127	1.09144	1.09113	1.09136	151	0	10
2024.03.06	09:39:00	1.09136	1.09150	1.09134	1.09141	101	0	9
2024.03.06	09:40:00	1.09141	1.09157	1.09140	1.09152	28	0	10
2024.03.06	09:41:00	1.09152	1.09159	1.09143	1.09144	165	0	12
2024.03.06	09:42:00	1.09144	1.09145	1.09128	1.09131	93	0	11
2024.03.06	09:43:00	1.09131	1.09145	1.09123	1.09140	139	0	12
2024.03.06	09:44:00	1.09140	1.09149	1.09117	1.09127	138	0	11
2024.03.06	09:45:00	1.09127	1.09129	1.09120	1.09120	125	0	9
2024.03.06	09:46:00	1.09120	1.09123	1.09100	1.09107	131	0	10
2024.03.06	09:47:00	1.09107	1.09108	1.09086	1.09087	145	0	10
2024.03.06	09:48:00	1.09087	1.09088	1.09069	1.09073	157	0	11
2024.03.06	09:49:00	1.09073	1.09089	1.09063	1.09089	174	0	8
2024.03.06	09:50:00	1.09089	1.09107	1.09088	1.09102	141	0	8
2024.03.06	09:51:00	1.09102	1.09109	1.09098	1.09107	96	0	12
2024.03.06	09:52:00	1.09107	1.09118	1.09085	1.09088	74	0	8
2024.03.06	09:53:00	1.09088	1.09092	1.09080	1.09089	47	0	11
2024.03.06	09:54:00	1.09089	1.09106	1.09088	1.09101	39	0	10
2024.03.06	09:55:00	1.09101	1.09117	1.09097	1.09114	171	0	10
2024.03.06	09:56:00	1.09114	1.09118	1.09105	1.09108	135	0	12
