<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.04	18:03:00	1.10465	1.10476	1.10448	1.10459	76	0	8
2024.01.04	18:04:00	1.10459	1.10468	1.10438	1.10447	44	0	6
2024.01.04	18:05:00	1.10447	1.10454	1.10433	1.10440	25	0	12
2024.01.04	18:06:00	1.10440	1.10442	1.10438	1.10440	50	0	8
2024.01.04	18:07:00	1.10440	1.10441	1.10439	1.10440	22	0	12
2024.01.04	18:08:00	1.10440	1.10450	1.10425	1.10435	38	0	7
2024.01.04	18:09:00	1.10435	1.10437	1.10432	1.10434	50	0	8
2024.01.04	18:10:00	1.10434	1.10442	1.10431	1.10439	53	0	9
2024.01.04	18:11:00	1.10439	1.10444	1.10433	1.10438	35	0	9
2024.01.04	18:12:00	1.10438	1.10464	1.10425	1.10451	23	0	6
2024.01.04	18:13:00	1.10451	1.10453	1.10438	1.10440	24	0	8
2024.01.04	18:14:00	1.10440	1.10441	1.10438	1.10439	32	0	9
2024.01.04	18:15:00	1.10439	1.10445	1.10432	1.10438	44	0	7
2024.01.04	18:16:00	1.10438	1.10442	1.10426	1.10430	38	0	7
2024.01.04	18:17:00	1.10430	1.10438	1.10423	1.10431	39	0	7
2024.01.04	18:18:00	1.10431	1.10432	1.10427	1.10428	36	0	7
2024.01.04	18:19:00	1.10428	1.10432	1.10405	1.10409	15	0	6
2024.01.04	18:20:00	1.10409	1.10422	1.10392	1.10405	28	0	12
2024.01.04	18:21:00	1.10405	1.10427	1.10393	1.10415	42	0	6
2024.01.04	18:22:00	1.10415	1.10422	1.10414	1.10421	54	0	12
2024.01.04	18:23:00	1.10421	1.10433	1.10420	1.10432	64	0	8
2024.01.04	18:24:00	1.10432	1.10435	1.10404	1.10407	44	0	7
2024.01.04	18:25:00	1.10407	1.10419	1.10397	1.10409	41	0	8
2024.01.04	18:26:00	1.10409	1.10411	1.10386	1.10388	62	0	9
2024.01.04	18:27:00	1.10388	1.10392	1.10378	1.10382	36	0	12
2024.01.04	18:28:00	1.10382	1.10388	1.10372	1.10378	76	0	8
2024.01.04	18:29:00	1.10378	1.10379	1.10351	1.10352	40	0	7
2024.01.04	18:30:00	1.10352	1.10384	1.10348	1.10380	21	0	8
2024.01.04	18:31:00	1.10380	1.10383	1.10368	1.10371	43	0	12
2024.01.04	18:32:00	1.10371	1.10378	1.10352	1.10359	57	0	6
2024.01.04	18:33:00	1.10359	1.10368	1.10342	1.10351	42	0	8
2024.01.04	18:34:00	1.10351	1.10359	1.10338	1.10346	37	0	12
2024.01.04	18:35:00	1.10346	1.10356	1.10325	1.10335	32	0	6
2024.01.04	18:36:00	1.10335	1.10336	1.10327	1.10328	40	0	8
2024.01.04	18:37:00	1.10328	1.10331	1.10320	1.10323	63	0	6
2024.01.04	18:38:00	1.10323	1.10327	1.10320	1.10324	44	0	8
2024.01.04	18:39:00	1.10324	1.10333	1.10299	1.10308	51	0	8
2024.01.04	18:40:00	1.10308	1.10309	1.10304	1.10305	27	0	12
2024.01.04	18:41:00	1.10305	1.10309	1.10305	1.10309	63	0	9
2024.01.04	18:42:00	1.10309	1.10311	1.10308	1.10310	22	0	9
2024.01.04	18:43:00	1.10310	1.10314	1.10306	1.10310	61	0	9
2024.01.04	18:44:00	1.10310	1.10312	1.10302	1.10304	48	0	6
2024.01.04	18:45:00	1.10304	1.10310	1.10302	1.10308	22	0	7
2024.01.04	18:46:00	1.10308	1.10309	1.10295	1.10296	66	0	7
2024.01.04	18:47:00	1.10296	1.10309	1.10281	1.10294	45	0	8
2024.01.04	18:48:00	1.10294	1.10302	1.10294	1.10302	41	0	12
2024.01.04	18:49:00	1.10302	1.10328	1.10300	1.10326	11	0	7
2024.01.04	18:50:00	1.10326	1.10332	1.10315	1.10321	42	0	7
2024.01.04	18:51:00	1.10321	1.10329	1.10309	1.10317	29	0	8
2024.01.04	18:52:00	1.10317	1.10326	1.10316	1.10325	51	0	6
2024.01.04	18:53:00	1.10325	1.10341	1.10317	1.10333	41	0	12
2024.01.04	18:54:00	1.10333	1.10359	1.10331	1.10357	40	0	8
2024.01.04	18:55:00	1.10357	1.10361	1.10342	1.10346	22	0	7
2024.01.04	18:56:00	1.10346	1.10347	1.10337	1.10338	55	0	7
2024.01.04	18:57:00	1.10338	1.10350	1.10337	1.10349	52	0	8
2024.01.04	18:58:00	1.10349	1.10353	1.10329	1.10333	32	0	12
2024.01.04	18:59:00	1.10333	1.10336	1.10322	1.10325	45	0	9
2024.01.04	19:00:00	1.10325	1.10340	1.10314	1.10329	41	0	6
2024.01.04	19:01:00	1.10329	1.10348	1.10324	1.10343	21	0	6
2024.01.04	19:02:00	1.10343	1.10353	1.10340	1.10350	35	0	8
2024.01.04	19:03:00	1.10350	1.10370	1.10341	1.10361	9	0	8
2024.01.04	19:04:00	1.10361	1.10382	1.10349	1.10370	38	0	8
2024.01.04	19:05:00	1.10370	1.10379	1.10356	1.10365	38	0	6
2024.01.04	19:06:00	1.10365	1.10374	1.10355	1.10364	24	0	6
2024.01.04	19:07:00	1.10364	1.10364	1.10363	1.10363	39	0	12
2024.01.04	19:08:00	1.10363	1.10368	1.10334	1.10339	25	0	9
2024.01.04	19:09:00	1.10339	1.10339	1.10339	1.10339	69	0	9
2024.01.04	19:10:00	1.10339	1.10344	1.10333	1.10338	26	0	9
2024.01.04	19:11:00	1.10338	1.10354	1.10318	1.10334	44	0	7
2024.01.04	19:12:00	1.10334	1.10348	1.10307	1.10321	41	0	6
2024.01.04	19:13:00	1.10321	1.10324	1.10309	1.10312	53	0	9
2024.01.04	19:14:00	1.10312	1.10339	1.10302	1.10329	57	0	8
2024.01.04	19:15:00	1.10329	1.10329	1.10317	1.10317	13	0	9
2024.01.04	19:16:00	1.10317	1.10318	1.10315	1.10316	25	0	8
2024.01.04	19:17:00	1.10316	1.10334	1.10312	1.10330	25	0	7
2024.01.04	19:18:00	1.10330	1.10335	1.10325	1.10330	47	0	7
2024.01.04	19:19:00	1.10330	1.10331	1.10319	1.10320	42	0	9
2024.01.04	19:20:00	1.10320	1.10325	1.10290	1.10295	32	0	8
2024.01.04	19:21:00	1.10295	1.10311	1.10284	1.10300	63	0	6
2024.01.04	19:22:00	1.10300	1.10306	1.10293	1.10299	56	0	6
2024.01.04	19:23:00	1.10299	1.10319	1.10290	1.10310	21	0	6
2024.01.04	19:24:00	1.10310	1.10323	1.10309	1.10322	34	0	6
2024.01.04	19:25:00	1.10322	1.10331	1.10298	1.10307	46	0	7
2024.01.04	19:26:00	1.10307	1.10313	1.10298	1.10304	43	0	7
2024.01.04	19:27:00	1.10304	1.10320	1.10290	1.10306	37	0	12
2024.01.04	19:28:00	1.10306	1.10315	1.10292	1.10301	37	0	12
2024.01.04	19:29:00	1.10301	1.10306	1.10289	1.10294	26	0	6
2024.01.04	19:30:00	1.10294	1.10319	1.10293	1.10318	32	0	9
2024.01.04	19:31:00	1.10318	1.10329	1.10295	1.10306	67	0	12
2024.01.04	19:32:00	1.10306	1.10313	1.10301	1.10308	35	0	9
2024.01.04	19:33:00	1.10308	1.10315	1.10306	1.10313	34	0	7
2024.01.04	19:34:00	1.10313	1.10325	1.10280	1.10292	55	0	8
2024.01.04	19:35:00	1.10292	1.10295	1.10287	1.10290	48	0	8
2024.01.04	19:36:00	1.10290	1.10295	1.10273	1.10278	61	0	6
2024.01.04	19:37:00	1.10278	1.10307	1.10258	1.10287	33	0	12
2024.01.04	19:38:00	1.10287	1.10291	1.10267	1.10271	49	0	12
2024.01.04	19:39:00	1.10271	1.10277	1.10251	1.10257	20	0	6
2024.01.04	19:40:00	1.10257	1.10259	1.10241	1.10243	42	0	6
2024.01.04	19:41:00	1.10243	1.10244	1.10236	1.10237	45	0	6
2024.01.04	19:42:00	1.10237	1.10277	1.10226	1.10266	33	0	12
2024.01.04	19:43:00	1.10266	1.10280	1.10246	1.10260	31	0	7
2024.01.04	19:44:00	1.10260	1.10265	1.10250	1.10255	36	0	9
2024.01.04	19:45:00	1.10255	1.10256	1.10250	1.10251	58	0	6
2024.01.04	19:46:00	1.10251	1.10262	1.10244	1.10255	46	0	8
2024.01.04	19:47:00	1.10255	1.10261	1.10250	1.10256	36	0	9
2024.01.04	19:48:00	1.10256	1.10258	1.10243	1.10245	18	0	9
2024.01.04	19:49:00	1.10245	1.10246	1.10244	1.10245	33	0	12
2024.01.04	19:50:00	1.10245	1.10247	1.10236	1.10238	27	0	7
2024.01.04	19:51:00	1.10238	1.10241	1.10215	1.10218	30	0	7
2024.01.04	19:52:00	1.10218	1.10222	1.10214	1.10218	51	0	7
2024.01.04	19:53:00	1.10218	1.10227	1.10210	1.10219	53	0	12
2024.01.04	19:54:00	1.10219	1.10229	1.10207	1.10217	26	0	9
2024.01.04	19:55:00	1.10217	1.10222	1.10204	1.10209	41	0	9
2024.01.04	19:56:00	1.10209	1.10234	1.10201	1.10226	42	0	9
2024.01.04	19:57:00	1.10226	1.10246	1.10210	1.10230	32	0	6
2024.01.04	19:58:00	1.10230	1.10239	1.10210	1.10219	50	0	12
2024.01.04	19:59:00	1.10219	1.10228	1.10193	1.10202	29	0	6
2024.01.04	20:00:00	1.10202	1.10210	1.10199	1.10207	39	0	12
2024.01.04	20:01:00	1.10207	1.10213	1.10204	1.10210	40	0	9
2024.01.04	20:02:00	1.10210	1.10215	1.10195	1.10200	36	0	12
2024.01.04	20:03:00	1.10200	1.10225	1.10196	1.10221	46	0	7
2024.01.04	20:04:00	1.10221	1.10223	1.10220	1.10222	60	0	12
2024.01.04	20:05:00	1.10222	1.10226	1.10205	1.10209	39	0	7
2024.01.04	20:06:00	1.10209	1.10214	1.10209	1.10214	33	0	6
2024.01.04	20:07:00	1.10214	1.10238	1.10202	1.10226	28	0	8
2024.01.04	20:08:00	1.10226	1.10227	1.10224	1.10225	55	0	9
2024.01.04	20:09:00	1.10225	1.10234	1.10198	1.10207	58	0	7
2024.01.04	20:10:00	1.10207	1.10225	1.10188	1.10206	51	0	12
2024.01.04	20:11:00	1.10206	1.10217	1.10202	1.10213	61	0	12
2024.01.04	20:12:00	1.10213	1.10219	1.10209	1.10215	40	0	6
2024.01.04	20:13:00	1.10215	1.10222	1.10190	1.10197	54	0	7
2024.01.04	20:14:00	1.10197	1.10205	1.10176	1.10184	28	0	12
2024.01.04	20:15:00	1.10184	1.10187	1.10163	1.10166	47	0	9
2024.01.04	20:16:00	1.10166	1.10177	1.10165	1.10176	37	0	12
2024.01.04	20:17:00	1.10176	1.10185	1.10172	1.10181	35	0	12
2024.01.04	20:18:00	1.10181	1.10187	1.10169	1.10175	34	0	8
2024.01.04	20:19:00	1.10175	1.10200	1.10171	1.10196	50	0	12
2024.01.04	20:20:00	1.10196	1.10219	1.10189	1.10212	41	0	7
2024.01.04	20:21:00	1.10212	1.10245	1.10205	1.10238	23	0	12
2024.01.04	20:22:00	1.10238	1.10249	1.10227	1.10238	1	0	8
2024.01.04	20:23:00	1.10238	1.10243	1.10231	1.10236	43	0	9
2024.01.04	20:24:00	1.10236	1.10236	1.10231	1.10231	38	0	9
2024.01.04	20:25:00	1.10231	1.10238	1.10211	1.10218	33	0	9
2024.01.04	20:26:00	1.10218	1.10236	1.10216	1.10234	43	0	7
2024.01.04	20:27:00	1.10234	1.10248	1.10230	1.10244	55	0	6
2024.01.04	20:28:00	1.10244	1.10253	1.10242	1.10251	30	0	8
2024.01.04	20:29:00	1.10251	1.10260	1.10227	1.10236	62	0	9
2024.01.04	20:30:00	1.10236	1.10264	1.10226	1.10254	45	0	12
2024.01.04	20:31:00	1.10254	1.10265	1.10230	1.10241	29	0	8
2024.01.04	20:32:00	1.10241	1.10246	1.10222	1.10227	36	0	9
2024.01.04	20:33:00	1.10227	1.10238	1.10223	1.10234	38	0	12
2024.01.04	20:34:00	1.10234	1.10262	1.10214	1.10242	28	0	9
2024.01.04	20:35:00	1.10242	1.10244	1.10240	1.10242	41	0	12
2024.01.04	20:36:00	1.10242	1.10243	1.10241	1.10242	42	0	7
2024.01.04	20:37:00	1.10242	1.10272	1.10224	1.10254	36	0	12
2024.01.04	20:38:00	1.10254	1.10261	1.10240	1.10247	26	0	12
2024.01.04	20:39:00	1.10247	1.10250	1.10243	1.10246	68	0	9
2024.01.04	20:40:00	1.10246	1.10251	1.10227	1.10232	50	0	12
2024.01.04	20:41:00	1.10232	1.10245	1.10231	1.10244	45	0	6
2024.01.04	20:42:00	1.10244	1.10247	1.10243	1.10246	47	0	12
2024.01.04	20:43:00	1.10246	1.10256	1.10226	1.10236	38	0	9
2024.01.04	20:44:00	1.10236	1.10243	1.10230	1.10237	38	0	6
2024.01.04	20:45:00	1.10237	1.10242	1.10232	1.10237	61	0	12
2024.01.04	20:46:00	1.10237	1.10239	1.10219	1.10221	43	0	12
2024.01.04	20:47:00	1.10221	1.10236	1.10212	1.10227	50	0	6
2024.01.04	20:48:00	1.10227	1.10232	1.10215	1.10220	48	0	9
2024.01.04	20:49:00	1.10220	1.10227	1.10202	1.10209	1	0	6
2024.01.04	20:50:00	1.10209	1.10213	1.10187	1.10191	58	0	6
2024.01.04	20:51:00	1.10191	1.10204	1.10179	1.10192	41	0	9
2024.01.04	20:52:00	1.10192	1.10205	1.10167	1.10180	66	0	6
2024.01.04	20:53:00	1.10180	1.10190	1.10178	1.10188	15	0	12
2024.01.04	20:54:00	1.10188	1.10198	1.10169	1.10179	33	0	12
2024.01.04	20:55:00	1.10179	1.10208	1.10165	1.10194	27	0	8
2024.01.04	20:56:00	1.10194	1.10200	1.10193	1.10199	14	0	6
2024.01.04	20:57:00	1.10199	1.10212	1.10195	1.10208	67	0	12
2024.01.04	20:58:00	1.10208	1.10229	1.10196	1.10217	30	0	9
2024.01.04	20:59:00	1.10217	1.10217	1.10199	1.10199	1	0	7
2024.01.04	22:00:00	1.10199	1.10205	1.10198	1.10204	31	0	8
2024.01.04	22:01:00	1.10204	1.10208	1.10191	1.10195	62	0	8
2024.01.04	22:02:00	1.10195	1.10206	1.10157	1.10168	30	0	7
2024.01.04	22:03:00	1.10168	1.10177	1.10145	1.10154	55	0	7
2024.01.04	22:04:00	1.10154	1.10167	1.10152	1.10165	28	0	12
2024.01.04	22:05:00	1.10165	1.10174	1.10164	1.10173	19	0	6
2024.01.04	22:06:00	1.10173	1.10180	1.10166	1.10173	46	0	8
2024.01.04	22:07:00	1.10173	1.10223	1.10163	1.10213	18	0	9
2024.01.04	22:08:00	1.10213	1.10232	1.10184	1.10203	56	0	12
2024.01.04	22:09:00	1.10203	1.10205	1.10192	1.10194	50	0	6
2024.01.04	22:10:00	1.10194	1.10210	1.10194	1.10210	18	0	12
2024.01.04	22:11:00	1.10210	1.10217	1.10196	1.10203	48	0	9
2024.01.04	22:12:00	1.10203	1.10207	1.10196	1.10200	35	0	8
2024.01.04	22:13:00	1.10200	1.10214	1.10197	1.10211	74	0	12
2024.01.04	22:14:00	1.10211	1.10219	1.10196	1.10204	20	0	7
2024.01.04	22:15:00	1.10204	1.10211	1.10156	1.10163	26	0	9
2024.01.04	22:16:00	1.10163	1.10180	1.10150	1.10167	36	0	8
2024.01.04	22:17:00	1.10167	1.10183	1.10155	1.10171	39	0	6
2024.01.04	22:18:00	1.10171	1.10185	1.10142	1.10156	60	0	8
2024.01.04	22:19:00	1.10156	1.10164	1.10149	1.10157	61	0	6
2024.01.04	22:20:00	1.10157	1.10168	1.10115	1.10126	19	0	8
2024.01.04	22:21:00	1.10126	1.10132	1.10125	1.10131	53	0	9
2024.01.04	22:22:00	1.10131	1.10141	1.10123	1.10133	23	0	8
2024.01.04	22:23:00	1.10133	1.10148	1.10115	1.10130	26	0	9
2024.01.04	22:24:00	1.10130	1.10166	1.10105	1.10141	55	0	7
2024.01.04	22:25:00	1.10141	1.10147	1.10137	1.10143	53	0	6
2024.01.04	22:26:00	1.10143	1.10147	1.10139	1.10143	25	0	6
2024.01.04	22:27:00	1.10143	1.10158	1.10115	1.10130	48	0	7
2024.01.04	22:28:00	1.10130	1.10135	1.10119	1.10124	49	0	6
2024.01.04	22:29:00	1.10124	1.10133	1.10117	1.10126	45	0	9
2024.01.04	22:30:00	1.10126	1.10132	1.10115	1.10121	26	0	6
2024.01.04	22:31:00	1.10121	1.10130	1.10118	1.10127	39	0	9
2024.01.04	22:32:00	1.10127	1.10140	1.10108	1.10121	40	0	8
2024.01.04	22:33:00	1.10121	1.10122	1.10118	1.10119	40	0	7
2024.01.04	22:34:00	1.10119	1.10139	1.10113	1.10133	41	0	8
2024.01.04	22:35:00	1.10133	1.10148	1.10114	1.10129	43	0	9
2024.01.04	22:36:00	1.10129	1.10140	1.10128	1.10139	16	0	6
2024.01.04	22:37:00	1.10139	1.10141	1.10133	1.10135	36	0	9
2024.01.04	22:38:00	1.10135	1.10141	1.10114	1.10120	41	0	8
2024.01.04	22:39:00	1.10120	1.10129	1.10118	1.10127	17	0	6
2024.01.04	22:40:00	1.10127	1.10161	1.10103	1.10137	25	0	8
2024.01.04	22:41:00	1.10137	1.10145	1.10132	1.10140	53	0	6
2024.01.04	22:42:00	1.10140	1.10156	1.10136	1.10152	51	0	12
2024.01.04	22:43:00	1.10152	1.10154	1.10145	1.10147	43	0	12
2024.01.04	22:44:00	1.10147	1.10155	1.10132	1.10140	35	0	9
2024.01.04	22:45:00	1.10140	1.10156	1.10133	1.10149	45	0	8
2024.01.04	22:46:00	1.10149	1.10172	1.10142	1.10165	34	0	9
2024.01.04	22:47:00	1.10165	1.10177	1.10154	1.10166	46	0	8
2024.01.04	22:48:00	1.10166	1.10178	1.10163	1.10175	43	0	7
2024.01.04	22:49:00	1.10175	1.10185	1.10168	1.10178	57	0	7
2024.01.04	22:50:00	1.10178	1.10180	1.10175	1.10177	77	0	12
2024.01.04	22:51:00	1.10177	1.10183	1.10172	1.10178	31	0	7
2024.01.04	22:52:00	1.10178	1.10179	1.10176	1.10177	53	0	8
2024.01.04	22:53:00	1.10177	1.10183	1.10175	1.10181	36	0	7
2024.01.04	22:54:00	1.10181	1.10190	1.10161	1.10170	33	0	9
2024.01.04	22:55:00	1.10170	1.10190	1.10166	1.10186	48	0	9
2024.01.04	22:56:00	1.10186	1.10192	1.10168	1.10174	52	0	7
2024.01.04	22:57:00	1.10174	1.10181	1.10161	1.10168	26	0	8
2024.01.04	22:58:00	1.10168	1.10170	1.10150	1.10152	35	0	9
2024.01.04	22:59:00	1.10152	1.10166	1.10141	1.10155	43	0	9
2024.01.04	23:00:00	1.10155	1.10173	1.10128	1.10146	23	0	8
2024.01.04	23:01:00	1.10146	1.10174	1.10132	1.10160	55	0	12
2024.01.04	23:02:00	1.10160	1.10167	1.10151	1.10158	55	0	7
2024.01.04	23:03:00	1.10158	1.10182	1.10152	1.10176	45	0	9
2024.01.04	23:04:00	1.10176	1.10180	1.10173	1.10177	51	0	7
2024.01.04	23:05:00	1.10177	1.10181	1.10165	1.10169	39	0	6
2024.01.04	23:06:00	1.10169	1.10175	1.10165	1.10171	43	0	8
2024.01.04	23:07:00	1.10171	1.10186	1.10156	1.10171	22	0	9
2024.01.04	23:08:00	1.10171	1.10173	1.10165	1.10167	36	0	9
2024.01.04	23:09:00	1.10167	1.10175	1.10150	1.10158	37	0	6
2024.01.04	23:10:00	1.10158	1.10161	1.10142	1.10145	40	0	7
2024.01.04	23:11:00	1.10145	1.10153	1.10121	1.10129	51	0	8
2024.01.04	23:12:00	1.10129	1.10158	1.10118	1.10147	48	0	9
2024.01.04	23:13:00	1.10147	1.10158	1.10124	1.10135	46	0	9
2024.01.04	23:14:00	1.10135	1.10136	1.10132	1.10133	56	0	7
2024.01.04	23:15:00	1.10133	1.10134	1.10117	1.10118	45	0	12
2024.01.04	23:16:00	1.10118	1.10125	1.10117	1.10124	68	0	8
2024.01.04	23:17:00	1.10124	1.10143	1.10117	1.10136	12	0	9
2024.01.04	23:18:00	1.10136	1.10151	1.10134	1.10149	39	0	7
2024.01.04	23:19:00	1.10149	1.10155	1.10132	1.10138	53	0	12
2024.01.04	23:20:00	1.10138	1.10140	1.10132	1.10134	31	0	12
2024.01.04	23:21:00	1.10134	1.10135	1.10131	1.10132	33	0	6
2024.01.04	23:22:00	1.10132	1.10140	1.10120	1.10128	29	0	9
2024.01.04	23:23:00	1.10128	1.10137	1.10107	1.10116	36	0	9
2024.01.04	23:24:00	1.10116	1.10137	1.10115	1.10136	29	0	12
2024.01.04	23:25:00	1.10136	1.10146	1.10119	1.10129	42	0	6
2024.01.04	23:26:00	1.10129	1.10130	1.10119	1.10120	29	0	9
2024.01.04	23:27:00	1.10120	1.10121	1.10101	1.10102	44	0	7
2024.01.04	23:28:00	1.10102	1.10110	1.10100	1.10108	33	0	6
2024.01.04	23:29:00	1.10108	1.10110	1.10108	1.10110	92	0	9
2024.01.04	23:30:00	1.10110	1.10113	1.10108	1.10111	22	0	6
2024.01.04	23:31:00	1.10111	1.10113	1.10096	1.10098	53	0	6
2024.01.04	23:32:00	1.10098	1.10102	1.10094	1.10098	53	0	9
2024.01.04	23:33:00	1.10098	1.10115	1.10096	1.10113	20	0	7
2024.01.04	23:34:00	1.10113	1.10127	1.10108	1.10122	24	0	9
2024.01.04	23:35:00	1.10122	1.10124	1.10119	1.10121	16	0	8
2024.01.04	23:36:00	1.10121	1.10124	1.10112	1.10115	40	0	8
2024.01.04	23:37:00	1.10115	1.10128	1.10105	1.10118	24	0	7
2024.01.04	23:38:00	1.10118	1.10134	1.10090	1.10106	33	0	6
2024.01.04	23:39:00	1.10106	1.10108	1.10101	1.10103	64	0	7
2024.01.04	23:40:00	1.10103	1.10109	1.10093	1.10099	46	0	6
2024.01.04	23:41:00	1.10099	1.10119	1.10085	1.10105	20	0	8
2024.01.04	23:42:00	1.10105	1.10107	1.10095	1.10097	38	0	9
2024.01.04	23:43:00	1.10097	1.10105	1.10078	1.10086	53	0	9
2024.01.04	23:44:00	1.10086	1.10098	1.10072	1.10084	72	0	7
2024.01.04	23:45:00	1.10084	1.10091	1.10076	1.10083	44	0	8
2024.01.04	23:46:00	1.10083	1.10088	1.10072	1.10077	28	0	12
2024.01.04	23:47:00	1.10077	1.10097	1.10056	1.10076	43	0	9
2024.01.04	23:48:00	1.10076	1.10103	1.10067	1.10094	50	0	8
2024.01.04	23:49:00	1.10094	1.10099	1.10086	1.10091	34	0	12
2024.01.04	23:50:00	1.10091	1.10091	1.10084	1.10084	45	0	7
2024.01.04	23:51:00	1.10084	1.10087	1.10075	1.10078	47	0	12
2024.01.04	23:52:00	1.10078	1.10087	1.10062	1.10071	41	0	8
2024.01.04	23:53:00	1.10071	1.10083	1.10064	1.10076	53	0	8
2024.01.04	23:54:00	1.10076	1.10080	1.10040	1.10044	53	0	7
2024.01.04	23:55:00	1.10044	1.10051	1.10041	1.10048	42	0	12
2024.01.04	23:56:00	1.10048	1.10078	1.10042	1.10072	38	0	9
2024.01.04	23:57:00	1.10072	1.10075	1.10059	1.10062	33	0	6
2024.01.04	23:58:00	1.10062	1.10071	1.10033	1.10042	74	0	8
2024.01.04	23:59:00	1.10042	1.10052	1.10034	1.10044	35	0	6
2024.01.05	00:00:00	1.10044	1.10057	1.10043	1.10056	7	0	6
2024.01.05	00:01:00	1.10056	1.10063	1.10056	1.10063	43	0	9
2024.01.05	00:02:00	1.10063	1.10078	1.10035	1.10050	35	0	8
2024.01.05	00:03:00	1.10050	1.10079	1.10039	1.10068	44	0	6
2024.01.05	00:04:00	1.10068	1.10075	1.10042	1.10049	40	0	6
2024.01.05	00:05:00	1.10049	1.10052	1.10036	1.10039	49	0	8
2024.01.05	00:06:00	1.10039	1.10053	1.10029	1.10043	28	0	6
2024.01.05	00:07:00	1.10043	1.10049	1.10042	1.10048	53	0	6
2024.01.05	00:08:00	1.10048	1.10068	1.10031	1.10051	30	0	6
2024.01.05	00:09:00	1.10051	1.10070	1.10032	1.10051	50	0	9
2024.01.05	00:10:00	1.10051	1.10065	1.10018	1.10032	30	0	12
2024.01.05	00:11:00	1.10032	1.10043	1.10021	1.10032	40	0	6
2024.01.05	00:12:00	1.10032	1.10032	1.10011	1.10011	59	0	7
2024.01.05	00:13:00	1.10011	1.10026	1.10010	1.10025	37	0	8
2024.01.05	00:14:00	1.10025	1.10033	1.10009	1.10017	41	0	7
2024.01.05	00:15:00	1.10017	1.10020	1.10009	1.10012	53	0	9
2024.01.05	00:16:00	1.10012	1.10017	1.09993	1.09998	42	0	8
2024.01.05	00:17:00	1.09998	1.10000	1.09968	1.09970	90	0	12
2024.01.05	00:18:00	1.09970	1.09970	1.09969	1.09969	37	0	6
2024.01.05	00:19:00	1.09969	1.09970	1.09960	1.09961	32	0	6
2024.01.05	00:20:00	1.09961	1.09979	1.09956	1.09974	50	0	9
2024.01.05	00:21:00	1.09974	1.09979	1.09957	1.09962	46	0	7
2024.01.05	00:22:00	1.09962	1.09983	1.09945	1.09966	23	0	9
2024.01.05	00:23:00	1.09966	1.09976	1.09954	1.09964	37	0	8
2024.01.05	00:24:00	1.09964	1.09985	1.09960	1.09981	38	0	12
2024.01.05	00:25:00	1.09981	1.09993	1.09957	1.09969	31	0	9
2024.01.05	00:26:00	1.09969	1.09971	1.09952	1.09954	41	0	12
2024.01.05	00:27:00	1.09954	1.09976	1.09940	1.09962	39	0	8
2024.01.05	00:28:00	1.09962	1.09991	1.09955	1.09984	32	0	6
2024.01.05	00:29:00	1.09984	1.09987	1.09977	1.09980	24	0	8
2024.01.05	00:30:00	1.09980	1.09987	1.09967	1.09974	52	0	12
2024.01.05	00:31:00	1.09974	1.09989	1.09965	1.09980	80	0	8
2024.01.05	00:32:00	1.09980	1.10007	1.09973	1.10000	20	0	6
2024.01.05	00:33:00	1.10000	1.10005	1.09994	1.09999	40	0	7
2024.01.05	00:34:00	1.09999	1.10003	1.09995	1.09999	44	0	9
2024.01.05	00:35:00	1.09999	1.10002	1.09988	1.09991	61	0	7
2024.01.05	00:36:00	1.09991	1.09999	1.09967	1.09975	41	0	6
2024.01.05	00:37:00	1.09975	1.09996	1.09968	1.09989	46	0	9
2024.01.05	00:38:00	1.09989	1.10021	1.09974	1.10006	47	0	6
2024.01.05	00:39:00	1.10006	1.10033	1.09989	1.10016	19	0	9
2024.01.05	00:40:00	1.10016	1.10023	1.09985	1.09992	21	0	8
2024.01.05	00:41:00	1.09992	1.10011	1.09964	1.09983	37	0	12
2024.01.05	00:42:00	1.09983	1.09991	1.09968	1.09976	53	0	8
2024.01.05	00:43:00	1.09976	1.09995	1.09963	1.09982	39	0	8
2024.01.05	00:44:00	1.09982	1.09997	1.09978	1.09993	31	0	12
2024.01.05	00:45:00	1.09993	1.10010	1.09985	1.10002	21	0	12
2024.01.05	00:46:00	1.10002	1.10036	1.09991	1.10025	30	0	7
2024.01.05	00:47:00	1.10025	1.10025	1.10020	1.10020	40	0	8
2024.01.05	00:48:00	1.10020	1.10061	1.09992	1.10033	38	0	8
2024.01.05	00:49:00	1.10033	1.10048	1.10017	1.10032	51	0	6
2024.01.05	00:50:00	1.10032	1.10038	1.10014	1.10020	42	0	6
2024.01.05	00:51:00	1.10020	1.10026	1.10013	1.10019	50	0	9
2024.01.05	00:52:00	1.10019	1.10025	1.10004	1.10010	63	0	12
2024.01.05	00:53:00	1.10010	1.10021	1.09973	1.09984	26	0	6
2024.01.05	00:54:00	1.09984	1.09999	1.09982	1.09997	46	0	7
2024.01.05	00:55:00	1.09997	1.10012	1.09987	1.10002	41	0	8
2024.01.05	00:56:00	1.10002	1.10002	1.09988	1.09988	61	0	12
2024.01.05	00:57:00	1.09988	1.10010	1.09969	1.09991	22	0	8
2024.01.05	00:58:00	1.09991	1.10029	1.09978	1.10016	18	0	7
2024.01.05	00:59:00	1.10016	1.10027	1.10003	1.10014	1	0	7
